"GDF","ET","GDF_prev","DF_prev"
"-0.7004121564","-0.484123248","-0.6992498339","-0.6240215235"
"-0.7004332431","-0.484123248","-0.7004121585","-0.6259555884"
"-0.7004536909","-0.484123248","-0.7004332452","-0.6259486263"
"-0.7004262142","-0.484123248","-0.7004536929","-0.6258790056"
"-0.7004287702","-0.429298961","-0.7004262163","-0.6259583733"
"-0.7004434670","-0.374474674","-0.7004287723","-0.6259012842"
"-0.7004242973","-0.374474674","-0.7004434691","-0.6260043230"
"-0.7003904307","-0.374474674","-0.7004242993","-0.6257314096"
"-0.7003955427","-0.374474674","-0.7003904328","-0.6256924219"
"-0.6931385221","-0.429298961","-0.7003955447","-0.6256896371"
"-0.5090426645","-0.264826099","-0.6931385242","-0.6128376435"
"-0.5070170631","-0.210001812","-0.5090426664","-0.2783850480"
"-0.4572907849","-0.155177525","-0.5070170649","-0.2872965062"
"-0.3996154589","-0.100353237","-0.4572907867","-0.1930856841"
"-0.2987954619","-0.045528950","-0.3996154607","-0.0842127285"
"-0.2333627855"," 0.118943912","-0.2987954636"," 0.0909670457"
"-0.4013471245"," 0.393065348","-0.2333627871"," 0.2198350856"
"-0.4221079415"," 0.447889635","-0.4013471263","-0.1031356530"
"-0.4516357147"," 0.393065348","-0.4221079433","-0.1235484619"
"-0.4627030385"," 0.283416773","-0.4516357166","-0.1694563958"
"-0.4939049681"," 0.173768199","-0.4627030404","-0.1915540272"
"-0.5621108655"," 0.009295337","-0.4939049700","-0.2493949605"
"-0.6714057998","-0.155177525","-0.5621108674","-0.3785136352"
"-0.6993130920","-0.264826099","-0.6714058019","-0.5738876091"
"-0.7003750950","-0.374474674","-0.6993130940","-0.6239992449"
"-0.7003834018","-0.374474674","-0.7003750970","-0.6258525497"
"-0.7003814849","-0.374474674","-0.7003834039","-0.6257564730"
"-0.7003904307","-0.374474674","-0.7003814869","-0.6259541960"
"-0.7003891528","-0.319650386","-0.7003904328","-0.6259110311"
"-0.7003463404","-0.319650386","-0.7003891548","-0.6259625505"
"-0.7003629541","-0.319650386","-0.7003463424","-0.6259179932"
"-0.7003393115","-0.429298961","-0.7003629562","-0.6258859677"
"-0.7003840408","-0.429298961","-0.7003393135","-0.6258609042"
"-0.6982025256","-0.429298961","-0.7003840429","-0.6258191317"
"-0.5751207218","-0.319650386","-0.6982025277","-0.6224021445"
"-0.2980989618","-0.264826099","-0.5751207238","-0.3963616151"
"-0.0352755813","-0.100353237","-0.2980989635"," 0.1252622356"
" 0.0136072287"," 0.118943912","-0.0352755827"," 0.5843694222"
"-0.1197501890"," 0.283416773"," 0.0136072274"," 0.6938132681"
"-0.1509329489"," 0.502713922","-0.1197501905"," 0.4483304432"
" 0.2775105040"," 0.283416773","-0.1509329504"," 0.3760362387"
" 0.6056323728"," 0.338241061"," 0.2775105028"," 1.1817156040"
" 0.3045398225"," 0.338241061"," 0.6056323720"," 1.6426050822"
" 0.5049273942"," 0.173768199"," 0.3045398214"," 1.2513363711"
" 0.7602681902"," 0.064119624"," 0.5049273933"," 1.5465284236"
" 0.0653654982"," 0.064119624"," 0.7602681896"," 2.4025853759"
"-0.5341741798","-0.155177525"," 0.0653654969"," 1.1771206333"
"-0.6981124279","-0.264826099","-0.5341741817","-0.2418104742"
"-0.7004115174","-0.374474674","-0.6981124300","-0.6211823886"
"-0.7004096005","-0.429298961","-0.7004115195","-0.6258038152"
"-0.7003987376","-0.374474674","-0.7004096025","-0.6260558423"
"-0.7004076835","-0.429298961","-0.7003987397","-0.6260335637"
"-0.7004159904","-0.538947535","-0.7004076856","-0.6258998918"
"-0.7004300482","-0.538947535","-0.7004159925","-0.6259583733"
"-0.7004025716","-0.538947535","-0.7004300503","-0.6258400180"
"-0.7004287702","-0.593771823","-0.7004025736","-0.6259012842"
"-0.7004044885","-0.593771823","-0.7004287723","-0.6259583733"
"-0.6972906855","-0.593771823","-0.7004044906","-0.6258441952"
"-0.6350695777","-0.484123248","-0.6972906876","-0.6205683335"
"-0.4431818640","-0.429298961","-0.6350695797","-0.5046692500"
"-0.2104230092","-0.264826099","-0.4431818659","-0.1585537836"
" 0.2877343597","-0.210001812","-0.2104230108"," 0.2751139747"
" 0.6003287476"," 0.009295337"," 0.2877343585"," 1.1579053016"
" 0.4439676545"," 0.173768199"," 0.6003287468"," 1.7636059754"
" 0.9235303859"," 0.393065348"," 0.4439676536"," 1.4906925684"
" 0.7574566299"," 0.393065348"," 0.9235303854"," 2.3297620535"
" 1.6222031247"," 0.502713922"," 0.7574566292"," 2.0237091613"
" 1.4837976782"," 0.228592486"," 1.6222031249"," 2.0521144343"
" 0.7086377189"," 0.338241061"," 1.4837976782"," 0.9728533026"
" 0.0782092169","-0.100353237"," 0.7086377182"," 2.4522946037"
"-0.5665997771","-0.264826099"," 0.0782092156"," 1.2479945742"
"-0.6993552654","-0.593771823","-0.5665997790","-0.3222614478"
"-0.7003821239","-0.758244684","-0.6993552674","-0.6241788664"
"-0.7004096005","-0.758244684","-0.7003821259","-0.6259277401"
"-0.7004262142","-0.758244684","-0.7004096025","-0.6259416643"
"-0.7004115174","-0.758244684","-0.7004262163","-0.6258915373"
"-0.7004166294","-0.758244684","-0.7004115195","-0.6260196395"
"-0.7004140734","-0.758244684","-0.7004166314","-0.6260238168"
"-0.7004300482","-0.758244684","-0.7004140755","-0.6258915373"
"-0.7004306872","-0.758244684","-0.7004300503","-0.6257940682"
"-0.7004140734","-0.758244684","-0.7004306892","-0.6260349561"
"-0.6689757171","-0.758244684","-0.7004140755","-0.6259639429"
"-0.2658171374","-0.593771823","-0.6689757192","-0.5691506121"
" 0.4860771602","-0.538947535","-0.2658171391"," 0.2032096464"
" 0.9037855646","-0.264826099"," 0.4860771593"," 1.6992763866"
" 1.6868051129"," 0.118943912"," 0.9037855641"," 0.7857126806"
" 2.0723722709"," 0.612362497"," 1.6868051131"," 0.4277226962"
" 1.9788878904"," 0.831659646"," 2.0723722715"," 0.9161819982"
" 1.7519182939"," 1.325078231"," 1.9788878909"," 1.7402133977"
" 0.9779085184"," 1.434726806"," 1.7519182942"," 2.2613944602"
" 0.8363081170"," 1.544375380"," 0.9779085180"," 1.9293034011"
" 0.0445343922"," 1.215429657"," 0.8363081164"," 1.6431620483"
" 0.0953341752"," 0.886483933"," 0.0445343909"," 0.7240286810"
"-0.3152686494"," 0.393065348"," 0.0953341739"," 0.8430801927"
"-0.6026350345","-0.210001812","-0.3152686511"," 0.0877087938"
"-0.6996191686","-0.593771823","-0.6026350365","-0.4456002064"
"-0.7003885138","-0.758244684","-0.6996191707","-0.6246731739"
"-0.7004191853","-0.758244684","-0.7003885158","-0.6259458415"
"-0.7004191853","-0.758244684","-0.7004191874","-0.6259430567"
"-0.7004121564","-0.758244684","-0.7004191874","-0.6259319174"
"-0.7004217413","-0.758244684","-0.7004121585","-0.6256478646"
"-0.7004166294","-0.758244684","-0.7004217434","-0.6256965992"
"-0.7004096005","-0.758244684","-0.7004166314","-0.6258441952"
"-0.7004306872","-0.758244684","-0.7004096025","-0.6257564730"
"-0.7004287702","-0.758244684","-0.7004306892","-0.6256255860"
"-0.6824136975","-0.758244684","-0.7004287723","-0.6257717896"
"-0.4600192764","-0.648596110","-0.6824136995","-0.5932143341"
" 0.6263356806","-0.538947535","-0.4600192782","-0.1830463695"
" 1.1020005669","-0.210001812"," 0.6263356798"," 1.9320882318"
" 1.2105012355"," 0.118943912"," 1.1020005666"," 0.7425478050"
" 1.2187442192"," 0.667186784"," 1.2105012353"," 1.1052720017"
" 2.2000426689"," 0.996132508"," 1.2187442190"," 1.8422774423"
" 1.1812993477"," 1.434726806"," 2.2000426697"," 1.8953284668"
" 1.4179177080"," 1.434726806"," 1.1812993475"," 2.2091788849"
" 1.1735675568"," 0.612362497"," 1.4179177080"," 2.1383049440"
" 0.6794997302"," 0.447889635"," 1.1735675566"," 1.1961967235"
" 0.1157818866"," 0.393065348"," 0.6794997295"," 1.1104239384"
"-0.3768482103"," 0.228592486"," 0.1157818854"," 0.8795614747"
"-0.6100032395","-0.210001812","-0.3768482120","-0.0344338800"
"-0.6981258467","-0.648596110","-0.6100032415","-0.4604934809"
"-0.7004217413","-0.758244684","-0.6981258488","-0.6219036598"
"-0.7004300482","-0.758244684","-0.7004217434","-0.6260238168"
"-0.7004211023","-0.758244684","-0.7004300503","-0.6257411565"
"-0.7004396331","-0.758244684","-0.7004211044","-0.6256743205"
"-0.7004255753","-0.758244684","-0.7004396351","-0.6255754590"
"-0.7004351601","-0.758244684","-0.7004255773","-0.6257717896"
"-0.7004089615","-0.758244684","-0.7004351622","-0.6257160930"
"-0.7004377161","-0.758244684","-0.7004089636","-0.6257258399"
"-0.7004313262","-0.758244684","-0.7004377182","-0.6257147006"
"-0.6804091828","-0.758244684","-0.7004313282","-0.6258079924"
"-0.4806650750","-0.703420397","-0.6804091848","-0.5899282339"
" 0.4101011325","-0.538947535","-0.4806650769","-0.2402050193"
" 1.5176642002","-0.100353237"," 0.4101011316"," 1.5605918185"
" 2.1395302230"," 0.557538210"," 1.5176642003"," 1.0692084443"
" 2.6465056675"," 1.325078231"," 2.1395302237"," 0.7568896831"
" 1.0564405100"," 1.489551093"," 2.6465056687"," 1.3112102308"
" 1.1163778640"," 1.708848242"," 1.0564405096"," 1.7099979848"
" 0.5779640633"," 1.928145391"," 1.1163778637"," 1.5197940490"
" 0.1956046400"," 2.147442540"," 0.5779640625"," 1.1150189091"
"-0.4228491710"," 1.489551093"," 0.1956046388"," 0.3775121989"
"-0.5221930989"," 1.105781082","-0.4228491728","-0.1572727615"
" 0.0527773759"," 0.667186784","-0.5221931008","-0.3235410775"
"-0.3861007997","-0.045528950"," 0.0527773746"," 0.9348403638"
"-0.6974229566","-0.429298961","-0.3861008015"," 0.0363008194"
"-0.7003904307","-0.648596110","-0.6974229587","-0.6204820037"
"-0.7004051275","-0.703420397","-0.7003904328","-0.6258344483"
"-0.7003482573","-0.758244684","-0.7004051296","-0.6259430567"
"-0.7003865968","-0.758244684","-0.7003482594","-0.6259207780"
"-0.7004096005","-0.758244684","-0.7003865989","-0.6259110311"
"-0.7004006546","-0.703420397","-0.7004096025","-0.6259486263"
"-0.7003488963","-0.703420397","-0.7004006567","-0.6258330559"
"-0.7003840408","-0.703420397","-0.7003488984","-0.6259374870"
"-0.7003770119","-0.758244684","-0.7003840429","-0.6259277401"
"-0.6708939681","-0.703420397","-0.7003770140","-0.6259416643"
"-0.1268557687","-0.593771823","-0.6708939701","-0.5723281039"
" 0.6155367330","-0.374474674","-0.1268557702"," 0.4661115872"
" 1.3234109419"," 0.228592486"," 0.6155367322"," 1.9875063624"
" 0.8254452703"," 0.996132508"," 1.3234109418"," 1.2908809668"
" 1.9092378734"," 1.708848242"," 0.8254452697"," 0.4090643306"
" 2.8445928716"," 2.092618253"," 1.9092378739"," 1.0974744758"
" 2.7781378096"," 2.476388263"," 2.8445928730"," 0.9881698714"
" 2.1291785691"," 2.257091114"," 2.7781378109"," 0.8908400390"
" 2.1528851345"," 1.873321104"," 2.1291785698"," 0.6332432007"
" 1.6850159381"," 1.489551093"," 2.1528851352"," 0.1748600701"
" 0.8412283475"," 1.105781082"," 1.6850159384"," 0.0669478810"
" 0.1316288630"," 0.612362497"," 0.8412283470"," 1.7099979848"
"-0.4696999898","-0.045528950"," 0.1316288617"," 1.1828295362"
"-0.6968638395","-0.374474674","-0.4696999916","-0.1723386955"
"-0.7003910697","-0.593771823","-0.6968638416","-0.6196869346"
"-0.7004332431","-0.648596110","-0.7003910718","-0.6259583733"
"-0.7003904307","-0.703420397","-0.7004332452","-0.6260711589"
"-0.7004070445","-0.703420397","-0.7003904328","-0.6257314096"
"-0.7004159904","-0.758244684","-0.7004070466","-0.6254738127"
"-0.7003744560","-0.758244684","-0.7004159925","-0.6254306478"
"-0.7003782899","-0.703420397","-0.7003744580","-0.6258079924"
"-0.7003693440","-0.703420397","-0.7003782920","-0.6255462183"
"-0.7003808459","-0.758244684","-0.7003693461","-0.6256645736"
"-0.6442595460","-0.758244684","-0.7003808480","-0.6254584961"
"-0.0831360058","-0.648596110","-0.6442595480","-0.5191141668"
" 0.6483169703","-0.484123248","-0.0831360073"," 0.6108253137"
" 1.3057108917"," 0.118943912"," 0.6483169696"," 2.1664317339"
" 2.0050865206"," 0.776835359"," 1.3057108916"," 0.5996024460"
" 2.3615156899"," 1.489551093"," 2.0050865212","-0.1305105386"
" 2.6445886945"," 1.489551093"," 2.3615156908"," 0.1877956086"
" 2.5353212368"," 1.763672529"," 2.6445886957"," 0.4178365473"
" 2.4637542469"," 2.476388263"," 2.5353212378"," 0.3898489989"
" 2.1601057326"," 1.928145391"," 2.4637542479"," 0.1244546347"
" 1.3818786167"," 0.941308220"," 2.1601057333"," 0.2052425728"
" 0.4792399567"," 0.941308220"," 1.3818786166"," 1.5789717011"
" 0.0782092169"," 0.612362497"," 0.4792399558"," 1.8201380383"
"-0.4978539324","-0.100353237"," 0.0782092156"," 1.0058535462"
"-0.6960005627","-0.538947535","-0.4978539343","-0.1578297276"
"-0.7003092789","-0.758244684","-0.6960005648","-0.6176846413"
"-0.7004006546","-0.758244684","-0.7003092810","-0.6260029305"
"-0.7003955427","-0.703420397","-0.7004006567","-0.6258901449"
"-0.7003974596","-0.703420397","-0.7003955447","-0.6256548267"
"-0.7003980986","-0.758244684","-0.7003974617","-0.6254779900"
"-0.7003667881","-0.758244684","-0.7003981007","-0.6253484953"
"-0.7003853188","-0.758244684","-0.7003667902","-0.6255852059"
"-0.7003929867","-0.758244684","-0.7003853209","-0.6255030534"
"-0.7003770119","-0.758244684","-0.7003929888","-0.6251159620"
"-0.6481273584","-0.758244684","-0.7003770140","-0.6255559652"
"-0.0962992200","-0.648596110","-0.6481273604","-0.5208560784"
" 0.6816084004","-0.593771823","-0.0962992215"," 0.6395090697"
" 1.4268635818","-0.374474674"," 0.6816083997"," 2.3553824958"
" 2.0345440048"," 0.009295337"," 1.4268635818"," 1.2914100846"
" 2.4624762649"," 0.064119624"," 2.0345440054","-0.2953585910"
" 2.6765382436"," 0.447889635"," 2.4624762659","-0.2859040908"
" 2.7084877926"," 0.118943912"," 2.6765382448","-0.2305834293"
" 2.4190248782"," 0.228592486"," 2.7084877939","-0.1738982007"
" 1.8590770814","-0.045528950"," 2.4190248792"," 0.2655341571"
" 1.2342717000","-0.155177525"," 1.8590770818"," 0.9064350908"
" 0.5316372172","-0.319650386"," 1.2342716998"," 1.8674801600"
" 0.0300931961","-0.374474674"," 0.5316372163"," 1.9118982094"
"-0.5427622185","-0.484123248"," 0.0300931947"," 0.9204984858"
"-0.6983034862","-0.648596110","-0.5427622205","-0.3128473277"
"-0.7003252537","-0.758244684","-0.6983034883","-0.6223812582"
"-0.7003182248","-0.758244684","-0.7003252557","-0.6259931836"
"-0.7003655101","-0.758244684","-0.7003182268","-0.6260168547"
"-0.7003393115","-0.758244684","-0.7003655122","-0.6258790056"
"-0.7002990550","-0.758244684","-0.7003393135","-0.6259472339"
"-0.7002811633","-0.758244684","-0.7002990571","-0.6259736898"
"-0.7003016110","-0.758244684","-0.7002811654","-0.6258135621"
"-0.7003367555","-0.758244684","-0.7003016131","-0.6259263477"
"-0.7003348385","-0.758244684","-0.7003367576","-0.6260349561"
"-0.6607883257","-0.758244684","-0.7003348406","-0.6259834367"
"-0.2758556857","-0.648596110","-0.6607883277","-0.5504017395"
" 0.3847331906","-0.484123248","-0.2758556874"," 0.1999374704"
" 1.4597077182","-0.100353237"," 0.3847331896"," 1.6458076375"
" 1.8904515386"," 0.283416773"," 1.4597077182"," 1.7299095242"
" 2.4637542469"," 0.667186784"," 1.8904515390","-0.0170426124"
" 2.6707873248"," 0.941308220"," 2.4637542479","-0.2595038959"
" 2.6656753969"," 1.050956795"," 2.6707873260","-0.2786913793"
" 2.5020937057"," 0.722011071"," 2.6656753981","-0.2478215312"
" 2.1123731063"," 0.338241061"," 2.5020937068","-0.2678583880"
" 1.6110207825","-0.155177525"," 2.1123731070","-0.1843552399"
" 0.9188018526"," 0.557538210"," 1.6110207827"," 1.8297039317"
" 0.1533545563"," 0.393065348"," 0.9188018521"," 3.1017171192"
"-0.4349069308","-0.210001812"," 0.1533545551"," 1.4267807042"
"-0.6972210355","-0.538947535","-0.4349069326","-0.0058754414"
"-0.7002875532","-0.758244684","-0.6972210375","-0.6202090903"
"-0.7002179032","-0.758244684","-0.7002875553","-0.6259778671"
"-0.7002364339","-0.758244684","-0.7002179053","-0.6259486263"
"-0.7002300440","-0.758244684","-0.7002364360","-0.6260363485"
"-0.7003341995","-0.758244684","-0.7002300461","-0.6260140699"
"-0.7003303656","-0.758244684","-0.7003342016","-0.6259291325"
"-0.7003444234","-0.758244684","-0.7003303677","-0.6257940682"
"-0.7003980986","-0.758244684","-0.7003444255","-0.6257049537"
"-0.7003603982","-0.758244684","-0.7003981007","-0.6255086231"
"-0.6319436338","-0.758244684","-0.7003604002","-0.6255155852"
"-0.0896537138","-0.593771823","-0.6319436358","-0.4901129401"
" 0.7064012505","-0.429298961","-0.0896537153"," 0.6435470742"
" 1.3452005344"," 0.228592486"," 0.7064012498"," 2.3459140715"
" 1.9716033932"," 0.776835359"," 1.3452005343"," 1.7940998714"
" 2.4100790045"," 1.270253944"," 1.9716033937","-0.1798438142"
" 2.6982639369"," 1.818496816"," 2.4100790054","-0.2420430075"
" 2.7033758648"," 2.092618253"," 2.6982639382","-0.2074275621"
" 1.9548618295"," 1.708848242"," 2.7033758660","-0.2708938534"
" 2.0700719034"," 1.763672529"," 1.9548618300"," 0.5274335588"
" 1.6101261951"," 1.434726806"," 2.0700719040"," 0.3036306409"
" 0.9217412112"," 1.270253944"," 1.6101261953"," 2.1043996304"
" 0.0957814689"," 0.776835359"," 0.9217412107"," 2.9649819326"
"-0.4997325659"," 0.173768199"," 0.0957814676"," 1.2234880642"
"-0.6974485163","-0.319650386","-0.4997325677","-0.2064946439"
"-0.7002351559","-0.593771823","-0.6974485183","-0.6204792189"
"-0.7002000114","-0.593771823","-0.7002351580","-0.6258915373"
"-0.7001980945","-0.648596110","-0.7002000135","-0.6258831828"
"-0.7002064013","-0.703420397","-0.7001980965","-0.6259179932"
"-0.7002070403","-0.648596110","-0.7002064034","-0.6259541960"
"-0.7002581596","-0.648596110","-0.7002070424","-0.6260321713"
"-0.7003252537","-0.648596110","-0.7002581617","-0.6258609042"
"-0.7003725390","-0.703420397","-0.7003252557","-0.6257119157"
"-0.7003648711","-0.648596110","-0.7003725411","-0.6257077385"
"-0.6586879623","-0.703420397","-0.7003648732","-0.6255141928"
"-0.1099097279","-0.593771823","-0.6586879644","-0.5437153611"
" 0.6101053096","-0.374474674","-0.1099097294"," 0.6016353724"
" 1.3563828765"," 0.228592486"," 0.6101053089"," 2.1810520950"
" 1.9183115454"," 0.941308220"," 1.3563828765"," 2.2999643652"
" 2.2414492845"," 1.544375380"," 1.9183115458"," 0.0639263397"
" 2.6266969471"," 2.092618253"," 2.2414492853"," 0.0163335834"
" 2.6548125502"," 2.421563976"," 2.6266969482","-0.1557828771"
" 2.4810070034"," 2.586036838"," 2.6548125514","-0.1588740392"
" 2.1073250776"," 2.476388263"," 2.4810070044","-0.1685095533"
" 1.4742128135"," 2.092618253"," 2.1073250782","-0.0712493417"
" 0.8857660189"," 1.544375380"," 1.4742128135"," 2.3531546313"
" 0.1666455687"," 0.831659646"," 0.8857660184"," 3.0059189437"
"-0.4537635547"," 0.064119624"," 0.1666455675"," 1.4142489661"
"-0.6968229441","-0.538947535","-0.4537635565","-0.0509757743"
"-0.7002000114","-0.758244684","-0.6968229462","-0.6194000970"
"-0.7002121523","-0.758244684","-0.7002000135","-0.6260321713"
"-0.7001329174","-0.758244684","-0.7002121543","-0.6259068539"
"-0.7001738128","-0.758244684","-0.7001329195","-0.6260990072"
"-0.7001929825","-0.758244684","-0.7001738149","-0.6259750822"
"-0.7001948995","-0.758244684","-0.7001929846","-0.6259736898"
"-0.7002134302","-0.758244684","-0.7001949016","-0.6260683741"
"-0.7003188638","-0.758244684","-0.7002134323","-0.6258553345"
"-0.7002690225","-0.758244684","-0.7003188658","-0.6258497649"
"-0.6676146664","-0.758244684","-0.7002690245","-0.6257801441"
"-0.4394821063","-0.648596110","-0.6676146684","-0.5646920982"
" 0.5228191416","-0.374474674","-0.4394821081","-0.1426802487"
" 0.3342529031"," 0.173768199"," 0.5228191407"," 1.8085809910"
" 1.4570239561"," 0.667186784"," 0.3342529020"," 1.1741965611"
" 1.3367019543"," 0.996132508"," 1.4570239561"," 1.0618286430"
" 2.3404928866"," 1.434726806"," 1.3367019542"," 1.5377562069"
" 2.0200389096"," 1.160605369"," 2.3404928875"," 0.8173205089"
" 1.3436030569"," 1.379902518"," 2.0200389101"," 1.4691101306"
" 1.2708858833"," 1.489551093"," 1.3436030568"," 2.3404836517"
" 1.1741426487"," 1.105781082"," 1.2708858831"," 1.9770632474"
" 0.2715039887"," 0.996132508"," 1.1741426485"," 2.8158542495"
"-0.2133623678"," 0.447889635"," 0.2715039876"," 1.2304501409"
"-0.5364751863","-0.155177525","-0.2133623694"," 0.2868102636"
"-0.6990594125","-0.593771823","-0.5364751882","-0.3157783620"
"-0.7002185422","-0.648596110","-0.6990594146","-0.6238572185"
"-0.7002159862","-0.758244684","-0.7002185442","-0.6258358407"
"-0.7002070403","-0.758244684","-0.7002159883","-0.6259054615"
"-0.7001885096","-0.758244684","-0.7002070424","-0.6259709050"
"-0.7001885096","-0.758244684","-0.7001885117","-0.6258720435"
"-0.7001450582","-0.758244684","-0.7001885117","-0.6258539421"
"-0.7001610330","-0.758244684","-0.7001450603","-0.6259945761"
"-0.7001840367","-0.758244684","-0.7001610351","-0.6259486263"
"-0.7002300440","-0.758244684","-0.7001840387","-0.6258455876"
"-0.6788609076","-0.758244684","-0.7002300461","-0.6258553345"
"-0.5212218326","-0.648596110","-0.6788609097","-0.5865933991"
"-0.1812850205","-0.374474674","-0.5212218345","-0.2953168185"
" 0.2536761404"," 0.118943912","-0.1812850221"," 0.3590766198"
" 0.8094065967"," 0.557538210"," 0.2536761392"," 1.1347912069"
" 1.3338903940"," 1.050956795"," 0.8094065961"," 1.7967454606"
" 2.2792775506"," 1.325078231"," 1.3338903939"," 2.3152809340"
" 2.5353212368"," 1.489551093"," 2.2792775514"," 1.9539491527"
" 1.7710880233"," 1.873321104"," 2.5353212378"," 1.6391240438"
" 0.9312621768"," 1.818496816"," 1.7710880236"," 2.2300651150"
" 0.7266572646"," 1.489551093"," 0.9312621763"," 2.1401150839"
" 0.6543234855"," 1.050956795"," 0.7266572639"," 1.9684302723"
"-0.1304852375"," 0.502713922"," 0.6543234848"," 2.1119882940"
"-0.5599574658","-0.100353237","-0.1304852390"," 0.4818876530"
"-0.6978248820","-0.593771823","-0.5599574678","-0.3565134728"
"-0.7003041670","-0.648596110","-0.6978248840","-0.6214998593"
"-0.7003482573","-0.758244684","-0.7003041690","-0.6259778671"
"-0.7003527303","-0.758244684","-0.7003482594","-0.6256283708"
"-0.7003603982","-0.758244684","-0.7003527323","-0.6256910295"
"-0.7003463404","-0.703420397","-0.7003604002","-0.6255712818"
"-0.7003508133","-0.758244684","-0.7003463424","-0.6255768515"
"-0.7003719000","-0.703420397","-0.7003508154","-0.6254111540"
"-0.7003929867","-0.758244684","-0.7003719021","-0.6252621656"
"-0.7003578422","-0.758244684","-0.7003929888","-0.6252635580"
"-0.6879531103","-0.758244684","-0.7003578443","-0.6254014071"
"-0.5561171300","-0.648596110","-0.6879531123","-0.6031255465"
"-0.4907483527","-0.484123248","-0.5561171320","-0.3625565554"
"-0.3745989620","-0.155177525","-0.4907483545","-0.2438113750"
"-0.0162336501"," 0.118943912","-0.3745989638","-0.0263717952"
" 0.9621254412"," 0.557538210","-0.0162336515"," 0.6292051962"
" 0.0691994441"," 1.105781082"," 0.9621254407"," 2.2406474716"
" 0.4277372836"," 1.379902518"," 0.0691994428"," 0.7923962743"
" 0.2534844431"," 1.489551093"," 0.4277372827"," 1.4510087311"
" 0.6923434489"," 1.105781082"," 0.2534844419"," 1.1544242632"
" 1.1163778640"," 1.050956795"," 0.6923434482"," 1.6328581748"
" 1.0085800855"," 0.776835359"," 1.1163778637"," 2.4653833079"
" 0.1948889701"," 0.447889635"," 1.0085800851"," 3.2959590595"
"-0.4119735445","-0.155177525"," 0.1948889689"," 1.5415157284"
"-0.6923781228","-0.593771823","-0.4119735463"," 0.0684238413"
"-0.7003278096","-0.703420397","-0.6923781249","-0.6104231953"
"-0.7003744560","-0.758244684","-0.7003278117","-0.6260669817"
"-0.7004044885","-0.758244684","-0.7003744580","-0.6260140699"
"-0.7003885138","-0.758244684","-0.7004044906","-0.6257481185"
"-0.7003814849","-0.758244684","-0.7003885158","-0.6258079924"
"-0.7003974596","-0.758244684","-0.7003814869","-0.6256269784"
"-0.7004000156","-0.758244684","-0.7003974617","-0.6255698894"
"-0.7004070445","-0.758244684","-0.7004000177","-0.6254167237"
"-0.7003667881","-0.758244684","-0.7004070466","-0.6256060922"
"-0.6373443856","-0.758244684","-0.7003667902","-0.6257355868"
"-0.1456932229","-0.703420397","-0.6373443876","-0.5039326623"
" 0.7555396570","-0.429298961","-0.1456932244"," 0.5105714090"
" 1.4803471269"," 0.064119624"," 0.7555396563"," 2.5120292218"
" 2.0811903465"," 0.447889635"," 1.4803471269"," 3.8121274268"
" 2.4976207689"," 0.941308220"," 2.0811903471"," 0.1477079709"
" 2.7193506393"," 1.982969678"," 2.4976207699","-0.2326581281"
" 2.7193506393"," 2.092618253"," 2.7193506406","-0.2189567612"
" 2.5238193991"," 1.928145391"," 2.7193506406","-0.2005768786"
" 2.0963344327"," 1.599199667"," 2.5238194002","-0.1325295409"
" 1.5886560982"," 1.160605369"," 2.0963344334"," 0.4480519602"
" 0.9515820900"," 0.886483933"," 1.5886560983"," 3.5130366113"
" 0.2833253219"," 0.612362497"," 0.9515820895"," 3.1824772091"
"-0.3828802851"," 0.064119624"," 0.2833253208"," 1.7248968289"
"-0.6924624696","-0.374474674","-0.3828802869"," 0.1558953731"
"-0.7002690225","-0.538947535","-0.6924624717","-0.6108325654"
"-0.7001993724","-0.758244684","-0.7002690245","-0.6259068539"
"-0.7002089573","-0.758244684","-0.7001993745","-0.6261700204"
"-0.7002581596","-0.758244684","-0.7002089594","-0.6259792595"
"-0.7003437844","-0.758244684","-0.7002581617","-0.6259931836"
"-0.7003603982","-0.758244684","-0.7003437865","-0.6258386255"
"-0.7003865968","-0.758244684","-0.7003604002","-0.6256631812"
"-0.7003936257","-0.758244684","-0.7003865989","-0.6255267245"
"-0.7003559252","-0.758244684","-0.7003936278","-0.6254724203"
"-0.6277965824","-0.758244684","-0.7003559273","-0.6254459644"
"-0.2937602130","-0.703420397","-0.6277965844","-0.4823195914"
" 0.7359226338","-0.429298961","-0.2937602147"," 0.1641245478"
" 1.4583019380"," 0.283416773"," 0.7359226332"," 2.4106613849"
" 2.0221475798"," 0.996132508"," 1.4583019381"," 3.8995711103"
" 2.4496964453"," 1.379902518"," 2.0221475804"," 0.5428336725"
" 2.6822891624"," 1.873321104"," 2.4496964463","-0.1715310946"
" 2.6918740271"," 2.092618253"," 2.6822891636","-0.1958287423"
" 2.5033716877"," 1.982969678"," 2.6918740284","-0.1992958565"
" 2.1371659564"," 1.982969678"," 2.5033716887","-0.1847868887"
" 1.6163244077"," 1.928145391"," 2.1371659571"," 0.0383755182"
" 0.9362463064"," 1.544375380"," 1.6163244078"," 4.1248639126"
" 0.2181482418"," 0.886483933"," 0.9362463059"," 3.2550220484"
"-0.4204657347"," 0.118943912"," 0.2181482406"," 1.5714526582"
"-0.6926931454","-0.484123248","-0.4204657365"," 0.0469110243"
"-0.7002549647","-0.538947535","-0.6926931475","-0.6110469974"
